0,1
13.0468151687,14.7411524132
13.4085201854,13.7632696002
14.1959148125,15.8531811298
14.9147007653,16.1742598672
13.5766996052,14.0428494376
13.9224025075,13.4064689367
12.822131639,14.2231878238
15.676366147,15.8916913722
16.1628753248,16.2029980745
12.6664509491,14.8990837351
13.984549623,12.9580082159
14.0614604311,14.5490887428
13.3898867122,15.5620214179
13.3935047462,15.6269879419
13.979009261,13.2806149427
14.1679125872,14.4658382851
13.9617614528,14.7518242125
14.4589973536,15.07018563
14.5847637188,15.8274342379
12.0742707362,13.067110898
13.5491294044,15.5382767698
13.9862504188,14.7877630358
14.9699194205,16.5183049302
14.2557659666,15.2942727742
15.3342500011,16.1246998895
15.6350486978,16.4909447666
13.6208129171,15.4594752506
14.8154848471,15.339565266
14.5931897286,14.6123810567
14.4890675471,15.6408736818
15.5270480117,14.6356803123
13.9750670736,14.7653153293
12.9536495438,14.8232851209
12.8878744421,15.0760781013
16.0217896057,16.2574699182
14.9262927071,16.2972507243
12.4655940036,14.1832121175
14.0846627811,14.441922032
14.5371752255,14.2422424811
14.222508516,15.4238618761
14.5190849598,13.9987169899
13.1197143362,14.660818459
14.5108889425,15.3046514868
14.1826242641,15.393889685
14.7165184493,15.7336966748
13.8345469985,16.1713803444
16.0007617918,14.6923297032
14.1270271524,15.9146277475
13.8457854686,14.3413934886
15.4142611006,16.2424318246
13.252737267,15.0086136393
13.6684022602,14.3588603567
13.7753477392,14.738085122
14.1258234264,14.9298092262
14.5472460432,15.6333944514
14.1525807711,14.5362269652
14.1264816113,15.3446759128
14.263246583,14.9855691809
14.7732433186,15.2529947377
14.2096993369,16.1457256907
13.260655153,15.4801621441
14.2527335087,15.0313436066
12.9212444679,13.1932154014
13.8524312925,13.3321311058
13.968568003,13.1982123671
13.2520698198,15.3684639029
13.7044963396,13.2143130198
14.5087472134,15.4605165216
15.6904269564,16.4816885198
12.9559819198,12.437030059
13.5931260404,14.8418990261
15.1287463863,17.1498122261
14.2670503667,15.6755197364
15.6614505451,14.8114645146
